customer_id,gender,age,married,number_of_dependents,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_refunds,total_extra_data_charges,churn_value,cltv,streaming,log_total_long_distance_charges,log_total_revenue
0221-WMXNQ,Male,66,0,0,0,4,Offer E,1,36.4,0,Fiber Optic,29,1,0,0,0,0,1,One Year,0,Bank Withdrawal,75.35,0.0,0,0,4033,0,4.987707789452551,6.040254711277414
0222-CNVPT,Male,69,0,0,0,52,Offer B,0,0.0,0,DSL,19,1,0,0,0,1,1,Two Year,1,Credit Card,48.8,0.0,0,0,4865,1,0.0,7.846218377121432
0224-HJAPT,Male,25,0,0,0,5,no_offer,1,22.01,1,Cable,85,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,47.15,0.0,0,1,2857,0,4.709980550340436,5.811739616161294
0224-NIJLP,Male,30,1,3,1,8,Offer E,1,2.87,0,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,20.15,0.0,0,0,3899,0,3.1763857732472487,5.244177920447388
0224-RLWWD,Female,73,0,0,0,2,Offer E,1,23.91,0,Cable,22,0,0,0,0,0,1,One Year,1,Bank Withdrawal,44.3,0.0,0,0,3805,0,3.888140064964814,4.928122872521792
0225-ZORZP,Male,46,0,0,0,3,Offer E,1,13.72,0,Fiber Optic,26,0,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,84.3,0.0,0,0,5828,1,3.741471904233107,5.624775341701135
0228-MAUWC,Male,40,0,0,0,19,Offer D,1,11.85,1,DSL,18,0,0,1,1,0,1,Month-to-Month,0,Bank Withdrawal,59.55,0.0,0,0,3949,0,5.421198495923853,7.2231133142841575
0229-LFJAF,Male,53,0,0,0,72,Offer A,1,3.66,1,DSL,13,1,1,1,1,0,1,Two Year,0,Bank Withdrawal,69.65,0.0,0,0,4262,0,5.577916862806462,8.551163607387386
0230-UBYPQ,Male,76,1,0,2,63,Offer B,0,0.0,0,DSL,7,1,0,0,1,0,1,One Year,0,Bank Withdrawal,36.1,0.0,0,0,5089,0,0.0,7.740620922711164
0230-WEQUW,Male,38,1,0,1,66,no_offer,0,0.0,0,DSL,29,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,56.6,0.0,0,0,5500,0,0.0,8.24017406713271
0231-LXVAP,Male,23,0,0,0,1,no_offer,1,44.56,0,Fiber Optic,27,0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,75.9,0.0,0,1,3389,0,3.8190301385789813,4.799584990469429
0233-FTHAV,Female,24,0,0,0,60,no_offer,1,15.29,1,Fiber Optic,48,0,0,1,0,0,1,One Year,1,Bank Withdrawal,79.2,0.0,0,0,5687,0,6.822633025565302,8.645304924180033
0234-TEVTT,Female,43,1,3,3,48,no_offer,0,0.0,0,DSL,22,1,0,1,0,0,1,One Year,0,Credit Card,45.0,0.0,0,0,5269,1,0.0,7.694984612903221
0235-KGSLC,Female,45,0,0,0,1,Offer E,1,33.34,0,Fiber Optic,4,0,0,1,0,1,1,Month-to-Month,1,Credit Card,85.55,0.0,0,1,3967,0,3.5363108554693294,4.786574655719562
0236-HFWSV,Male,49,0,0,0,15,no_offer,1,48.93,1,Fiber Optic,15,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,93.35,0.0,0,1,5264,1,6.599802469687996,7.686896652708944
0237-YFUTL,Female,62,1,0,4,50,Offer B,1,34.57,1,Fiber Optic,13,1,1,0,1,1,1,Month-to-Month,1,Bank Withdrawal,109.65,0.0,0,0,4676,1,7.4555876283772236,8.872809575277895
0238-WHBIQ,Male,25,1,1,10,72,Offer A,1,33.75,1,Cable,30,1,1,1,1,1,1,Two Year,0,Credit Card,89.7,0.0,0,0,4193,1,7.796057974316123,9.079126292306821
0239-OXEXL,Female,37,0,0,0,46,no_offer,1,43.27,1,Fiber Optic,21,1,1,0,0,0,0,Month-to-Month,0,Credit Card,84.25,0.0,100,0,3509,0,7.59660323108925,8.689299415580487
0244-LGNFY,Female,35,1,1,4,72,no_offer,1,30.0,1,DSL,19,1,1,1,1,1,1,Two Year,0,Bank Withdrawal,92.65,0.0,0,0,6342,1,7.6783263565068856,9.093132171070641
0247-SLUJI,Male,37,1,3,2,1,no_offer,1,34.28,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.7,0.0,0,0,2004,0,3.5633162311385904,4.0069694827371
0248-IPDFW,Female,19,0,0,0,1,no_offer,1,29.13,1,Cable,51,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,50.1,0.0,0,0,5617,0,3.40552135314221,4.3848975097655645
0248-PGHBZ,Female,69,0,0,0,67,Offer A,1,2.57,0,Fiber Optic,21,1,1,0,1,1,1,Two Year,1,Bank Withdrawal,92.45,0.0,0,0,5857,0,5.154389257740952,8.750531004226156
0253-ZTEOB,Female,44,1,1,5,48,no_offer,1,8.94,1,DSL,27,0,1,0,1,1,1,Two Year,0,Bank Withdrawal,79.65,0.0,0,0,3246,1,6.064064239522326,8.366467971330422
0254-FNMCI,Female,19,0,0,0,72,no_offer,1,41.91,0,Fiber Optic,73,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,109.9,0.0,0,0,5234,1,8.01252192402205,9.272631369323273
0254-KCJGT,Male,64,1,0,6,52,Offer B,1,41.34,1,Cable,24,1,1,1,1,0,1,One Year,1,Credit Card,81.4,0.0,0,0,4628,1,7.673539350185795,8.780346375374126
0254-WWRKD,Female,44,1,3,1,67,Offer A,1,46.9,0,Cable,28,0,1,0,0,0,1,One Year,0,Credit Card,50.55,0.0,0,0,5122,0,8.053028482449296,8.791037461579789
0256-LTHVJ,Female,58,1,0,1,28,Offer C,1,16.85,0,Fiber Optic,13,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,81.05,0.0,0,1,5201,1,6.158672466091889,7.900970014269496
0257-KXZGU,Female,29,1,1,9,32,Offer C,1,33.28,1,DSL,51,0,1,1,0,0,1,Month-to-Month,0,Bank Withdrawal,62.45,0.0,0,0,5442,0,6.97163108056961,8.042863417888087
0257-ZESQC,Female,80,1,0,2,27,no_offer,1,7.02,0,Cable,25,1,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.2,0.0,0,1,4517,0,5.249862146278633,7.659119479527439
0258-NOKBL,Male,22,0,0,0,3,no_offer,1,31.48,0,Fiber Optic,73,0,1,1,0,0,1,Month-to-Month,0,Bank Withdrawal,90.4,0.0,0,0,5625,1,4.55849777778966,5.8968516241635855
0259-GBZSH,Male,22,0,0,0,2,Offer E,1,40.43,1,Cable,27,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,85.65,0.0,0,1,3878,0,4.405010471064257,5.573521917488705
0260-ZDLGK,Female,50,0,2,0,9,no_offer,1,35.49,0,Cable,11,0,0,1,1,1,1,Month-to-Month,1,Credit Card,72.9,0.0,0,1,3585,1,5.769601425693419,6.879160312102024
0263-FJTQO,Male,53,1,2,10,50,Offer B,1,44.49,1,Cable,28,1,0,0,1,1,1,Two Year,1,Credit Card,70.5,0.0,0,0,4022,0,7.707736888455909,8.650350764178821
0264-CNITK,Female,45,1,2,1,71,no_offer,1,31.03,0,no_internet,0,0,0,0,0,0,0,Two Year,0,Bank Withdrawal,20.1,0.0,0,0,5043,0,7.698088152199399,8.186945939312784
0265-EDXBD,Male,76,1,0,2,32,Offer C,1,47.34,1,Fiber Optic,10,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.9,0.0,0,1,4105,0,7.323751407396518,8.247804110601892
0265-PSUAE,Female,57,1,3,10,16,Offer D,1,27.27,0,Fiber Optic,76,1,0,1,0,1,1,Month-to-Month,0,Bank Withdrawal,100.7,0.0,0,0,3337,1,6.0806651925662845,7.580709956254134
0266-CLZKZ,Female,45,1,3,8,67,Offer A,1,17.79,1,Fiber Optic,22,0,0,1,1,1,1,Two Year,1,Bank Withdrawal,105.65,0.0,0,0,6383,1,7.084167744768724,8.975987985724645
0266-GMEAO,Male,43,1,1,1,72,no_offer,1,15.94,1,Fiber Optic,13,1,1,1,1,1,1,Two Year,1,Credit Card,114.3,0.0,0,0,5879,1,7.046368736013453,9.12774432396855
0268-QKIWO,Female,41,0,0,0,3,Offer E,1,24.63,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,19.75,0.0,0,1,2647,0,4.316020370261276,4.895897616625833
0269-XFESX,Male,22,1,3,1,23,no_offer,1,48.02,1,no_internet,0,0,0,0,0,0,0,One Year,0,Credit Card,24.35,0.0,0,0,4031,0,7.008016816920141,7.4048632444198805
0270-THENM,Male,62,1,2,1,72,no_offer,1,28.37,1,DSL,18,1,1,1,1,0,1,Two Year,0,Bank Withdrawal,69.85,25.24,0,0,6233,0,7.622487810567105,8.870768335937113
0274-JKUJR,Male,21,1,2,9,7,Offer E,0,0.0,0,Cable,47,1,1,1,0,1,1,Month-to-Month,0,Credit Card,58.85,0.0,0,0,3332,1,0.0,6.14568665295577
0277-BKSQP,Male,49,1,3,10,8,Offer E,1,1.56,0,DSL,57,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,54.4,0.0,0,0,4854,0,2.601207105484161,6.191503224707095
0277-ORXQS,Male,33,1,4,9,66,Offer A,0,0.0,0,Cable,23,0,0,0,1,1,0,Two Year,0,Bank Withdrawal,50.55,0.0,110,0,4652,1,0.0,8.153508018856277
0278-YXOOG,Male,30,0,0,0,5,Offer E,1,34.26,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,21.05,0.0,0,1,2604,0,5.149237143533884,5.656516148855111
0280-XJGEX,Male,38,0,1,0,49,no_offer,1,44.33,1,Fiber Optic,11,0,1,1,0,1,1,Month-to-Month,1,Bank Withdrawal,103.7,0.0,0,1,5340,1,7.6839422100542,8.883150718561819
0281-CNTZX,Male,56,1,0,2,63,Offer B,1,38.36,0,no_internet,0,0,0,0,0,0,0,Two Year,1,Bank Withdrawal,19.95,0.0,0,0,5151,0,7.790563681639423,8.203161667908288
0282-NVSJS,Female,70,1,1,1,12,Offer D,0,0.0,0,DSL,14,0,0,0,1,0,1,Month-to-Month,1,Mailed Check,29.3,0.0,0,0,3353,0,0.0,5.877455630496114
0285-INHLN,Male,54,1,6,5,27,no_offer,1,36.19,0,DSL,53,1,1,0,0,0,1,Month-to-Month,1,Credit Card,54.75,0.0,0,0,3519,0,6.885642585536539,7.819407268507752
0289-IVARM,Female,57,0,0,0,35,no_offer,1,44.81,0,DSL,20,1,1,1,0,0,1,Month-to-Month,0,Bank Withdrawal,60.55,0.0,0,0,3463,0,7.358416799876564,8.175252027436407
0292-WEGCH,Female,40,1,2,7,54,Offer B,1,4.33,1,DSL,12,0,1,1,1,1,1,Month-to-Month,1,Bank Withdrawal,86.2,0.0,0,0,6275,1,5.458819263202066,8.46776552408484
0295-PPHDO,Male,56,0,0,0,1,no_offer,1,5.59,1,Fiber Optic,2,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,95.45,0.0,0,1,5962,1,1.8855533485144158,4.625364893273611
0295-QVKPB,Male,38,0,0,0,5,Offer E,1,13.96,0,DSL,5,0,0,1,1,1,1,Month-to-Month,1,Credit Card,63.95,0.0,0,0,3099,0,4.259859000699675,5.963322241161702
0297-RBCSG,Male,61,0,0,0,19,no_offer,1,41.79,0,DSL,6,0,1,0,1,0,0,One Year,1,Bank Withdrawal,65.35,0.0,60,0,2051,1,6.678354693191574,7.643415822891314
0298-XACET,Male,35,1,2,1,52,no_offer,0,0.0,0,DSL,17,0,1,1,1,1,1,Two Year,0,Credit Card,50.2,27.01,0,0,5396,0,0.0,7.835179799562722
0301-FIDRB,Female,61,1,3,8,72,no_offer,0,0.0,0,DSL,22,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,63.8,0.0,0,0,6107,1,0.0,8.452185226773972
0301-KOBTQ,Male,50,0,0,0,32,no_offer,1,14.91,0,no_internet,0,0,0,0,0,0,0,Two Year,1,Bank Withdrawal,20.05,9.73,0,0,3398,0,6.16986174700978,6.987342498321226
0302-JOIVN,Female,47,1,0,1,8,no_offer,1,16.88,0,Fiber Optic,6,0,1,1,0,1,1,Month-to-Month,0,Bank Withdrawal,101.15,0.0,0,1,2750,1,4.912948960138995,6.886470353624805
0303-UNCIP,Male,35,0,0,0,41,Offer B,1,37.55,1,DSL,30,0,0,1,0,0,0,One Year,0,Mailed Check,65.0,0.0,140,0,5043,1,7.339894774504488,8.34577596571802
0303-WMMRN,Male,32,0,0,0,5,no_offer,1,21.01,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,19.25,0.0,0,0,3056,0,4.663910681010692,5.258016069774511
0305-SQECB,Female,54,0,1,0,11,no_offer,0,0.0,0,DSL,17,1,0,0,1,0,0,One Year,1,Credit Card,36.05,0.0,100,0,4265,0,0.0,6.221782302170192
0306-JAELE,Male,61,0,0,0,5,no_offer,1,31.09,0,Fiber Optic,11,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,96.1,0.0,0,1,4192,1,5.052736470114891,6.413213025289247
0307-BCOPK,Female,62,0,0,0,16,Offer D,1,41.51,0,no_internet,0,0,0,0,0,0,0,One Year,0,Credit Card,19.05,0.0,0,0,4336,0,6.5000276132197135,6.899531556682163
0308-GIQJT,Male,80,0,0,0,71,no_offer,1,6.1,1,Fiber Optic,9,0,1,0,1,1,1,One Year,0,Bank Withdrawal,105.75,0.0,0,0,4921,0,6.073274922305548,8.964049731884153
0308-IVGOK,Female,23,0,0,0,11,no_offer,0,0.0,0,DSL,59,0,1,1,1,0,1,One Year,1,Credit Card,40.4,0.0,0,0,2133,0,0.0,6.048789613727251
0310-MVLET,Female,63,1,0,1,61,no_offer,1,49.33,1,Fiber Optic,7,0,1,0,0,1,1,Month-to-Month,1,Bank Withdrawal,99.15,0.0,0,1,5612,1,8.009738546179058,9.10721956851166
0310-SUCIN,Female,50,1,0,2,71,no_offer,1,23.06,0,Cable,6,1,1,1,1,1,1,One Year,1,Bank Withdrawal,84.8,0.0,0,0,5643,1,7.401389981975446,8.94694237338964
0310-VQXAM,Male,56,0,0,0,9,no_offer,1,40.74,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.85,0.0,0,0,2788,0,5.907158598054726,6.303461111891191
0311-QYWSS,Female,63,0,0,0,6,no_offer,1,39.16,0,DSL,8,1,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,49.45,0.0,0,0,3672,0,5.4636622991348744,6.31093594204917
0311-UNPFF,Female,58,0,0,0,26,no_offer,1,38.09,0,Fiber Optic,22,0,0,0,0,1,0,Month-to-Month,1,Bank Withdrawal,88.8,0.0,50,1,4910,1,6.899057563278941,8.10642102575722
0314-TKOSI,Female,29,0,0,0,6,Offer E,1,6.98,0,Cable,30,1,1,0,0,0,0,Month-to-Month,0,Mailed Check,55.15,0.0,0,0,5377,0,3.7584055167625467,5.902032059776429
0315-LVCRK,Male,54,0,0,0,11,no_offer,1,30.57,0,Fiber Optic,15,0,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,84.8,0.0,0,0,4924,1,5.820883796517047,7.111528429576801
0318-QUUOB,Male,25,1,0,1,1,no_offer,1,43.67,0,Fiber Optic,73,0,0,0,0,1,0,Month-to-Month,1,Bank Withdrawal,80.55,0.0,0,1,4273,0,3.7993021353640275,4.830072190317164
0318-ZOPWS,Female,31,1,0,10,49,no_offer,1,2.82,0,no_internet,0,0,0,0,0,0,0,Two Year,1,Bank Withdrawal,20.15,0.0,0,0,5422,0,4.935768059416704,7.014391979968946
0319-QZTCO,Female,25,1,2,9,3,Offer E,1,11.47,0,DSL,51,0,1,0,0,1,1,Month-to-Month,1,Credit Card,58.7,0.0,0,0,3654,0,3.5669942661238125,5.318169012250638
0320-DWVTU,Female,46,0,0,0,53,Offer B,1,43.57,0,Fiber Optic,13,1,1,1,1,0,1,Two Year,0,Credit Card,99.5,0.0,0,0,4754,1,7.7450937084747675,8.953440948029757
0320-JDNQG,Male,28,1,0,1,23,no_offer,1,37.95,0,Fiber Optic,27,1,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,99.85,0.0,0,1,3425,1,6.77290873621237,8.072514170131672
0322-CHQRU,Male,63,0,0,0,2,no_offer,1,25.49,0,DSL,9,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,45.35,0.0,0,1,3478,0,3.950859029213344,4.95215836433728
0322-YINQP,Male,37,0,0,0,1,no_offer,1,11.35,0,DSL,9,1,0,0,0,0,1,Month-to-Month,1,Credit Card,48.55,0.0,0,1,5687,0,2.513656063073986,4.109233174715851
0323-XWWTN,Male,44,0,1,0,3,no_offer,1,33.87,1,no_internet,0,0,0,0,0,0,0,Two Year,1,Credit Card,26.4,0.0,0,0,4315,0,4.630935393874117,5.411020856461121
0324-BRPCJ,Female,74,1,0,1,68,no_offer,1,21.33,1,Cable,24,0,1,0,0,1,1,Month-to-Month,1,Bank Withdrawal,100.2,0.0,0,1,4481,1,7.280311446061908,9.024383013658902
0325-XBFAC,Male,44,0,0,0,8,no_offer,1,19.49,0,Fiber Optic,10,0,0,1,0,1,0,Month-to-Month,1,Bank Withdrawal,94.7,0.0,80,1,5811,1,5.055736121341352,6.884711805813525
0326-VDYXE,Female,21,1,0,9,70,Offer A,1,16.66,1,Fiber Optic,26,0,0,1,0,1,0,One Year,1,Bank Withdrawal,97.65,0.0,80,0,4252,1,7.0623629972085755,9.015504841001865
0327-WFZSY,Male,62,1,3,9,39,Offer C,1,17.29,1,Fiber Optic,75,0,0,1,0,1,1,One Year,0,Bank Withdrawal,100.0,0.0,0,0,5434,1,6.5151718447045335,8.414243101679618
0328-GRPMV,Female,43,0,0,0,1,no_offer,1,17.37,0,Fiber Optic,25,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,70.1,0.0,0,1,3706,0,2.9107188992270343,4.482663511495295
0329-GTIAJ,Female,40,0,0,0,3,no_offer,1,30.18,0,Fiber Optic,7,0,1,0,1,1,1,Month-to-Month,1,Bank Withdrawal,97.9,0.0,0,1,4330,1,4.516776035225496,6.008419987757396
0330-BGYZE,Male,48,1,0,8,60,Offer B,1,19.22,1,Fiber Optic,4,0,1,1,0,1,1,One Year,0,Bank Withdrawal,102.5,0.0,0,0,4968,1,7.0511627422768655,8.897244760462312
0330-IVZHA,Female,55,1,0,1,5,Offer E,1,17.08,0,Fiber Optic,10,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,69.95,0.0,0,1,2969,0,4.45898767581001,6.032006502420918
0334-GDDSO,Male,77,0,0,0,3,Offer E,1,9.22,1,Fiber Optic,14,0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,81.35,0.0,0,1,2818,0,3.355502422400026,5.5697176064255345
0334-ZFJSR,Female,41,1,0,0,55,no_offer,1,35.38,1,Cable,13,1,1,0,1,0,0,One Year,1,Credit Card,66.05,44.53,150,0,5501,0,7.573993642984865,8.615130825528302
0336-KXKFK,Male,43,0,0,0,72,no_offer,0,0.0,0,DSL,6,1,0,1,1,1,1,Two Year,1,Credit Card,61.2,0.0,0,0,4085,1,0.0,8.387369203580036
0336-PIKEI,Male,69,1,0,7,72,Offer A,1,5.27,0,DSL,9,1,1,1,1,1,0,Two Year,0,Bank Withdrawal,74.4,0.0,140,0,5590,0,5.941328477614185,8.679514401368792
0337-CNPZE,Female,63,0,0,0,41,no_offer,1,10.43,1,Fiber Optic,22,0,1,1,0,1,0,Month-to-Month,1,Bank Withdrawal,106.3,0.0,130,1,5383,1,6.060594075923562,8.517609104912227
0343-QLUZP,Male,38,0,0,0,60,Offer B,0,0.0,0,DSL,25,1,1,1,0,0,1,Two Year,0,Bank Withdrawal,39.6,38.46,0,0,5544,0,0.0,7.777809383634538
0345-HKJVM,Female,43,0,0,0,6,no_offer,1,2.6,0,Fiber Optic,22,0,0,0,0,1,1,Month-to-Month,0,Bank Withdrawal,89.3,0.0,0,1,5800,1,2.8094026953624973,6.387215963028507
0345-XMMUG,Female,29,1,0,6,46,no_offer,1,2.0,1,Fiber Optic,48,0,1,1,1,1,1,Two Year,1,Credit Card,108.9,0.0,0,0,5119,1,4.532599493153256,8.506597252202834
0347-UBKUZ,Female,46,0,0,0,15,no_offer,1,2.74,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Mailed Check,19.9,0.0,0,0,3366,0,3.7400477406883357,5.893162395817602
0348-SDKOL,Female,33,1,0,1,58,no_offer,1,3.51,1,Fiber Optic,28,0,0,1,1,1,0,Month-to-Month,1,Credit Card,102.1,0.0,100,1,4415,1,5.320959097028862,8.730687134655652
0354-VXMJC,Male,60,1,3,10,23,no_offer,1,34.04,0,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.6,0.0,0,0,4617,0,6.664306974327563,7.09884660205025
0354-WYROK,Female,70,1,0,1,31,Offer C,1,47.95,0,Fiber Optic,21,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,98.9,0.0,0,1,4050,0,7.3048185234094625,8.389075688635796
0356-ERHVT,Male,54,1,0,1,11,Offer D,1,12.95,0,Cable,6,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,45.9,0.0,0,0,3880,0,4.965986542427374,6.500313217989751
0356-OBMAC,Female,80,0,0,0,56,no_offer,1,17.33,1,Fiber Optic,16,0,1,1,1,1,1,Two Year,1,Bank Withdrawal,99.9,0.0,0,0,5840,0,6.8788206818840205,8.806540875965727
0357-NVCRI,Female,41,0,3,0,25,Offer C,1,12.87,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.05,0.0,0,0,2192,0,5.776878029726752,6.677650051334376
0361-HJRDX,Female,38,0,0,0,68,Offer A,0,0.0,0,DSL,28,1,1,1,1,1,0,Two Year,0,Credit Card,64.35,0.0,130,0,4146,1,0.0,8.449042822067526
0362-RAOQO,Female,48,0,0,0,40,no_offer,1,26.03,0,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.65,0.0,0,0,3878,0,6.949089142475114,7.53500301276517
0362-ZBZWJ,Male,46,0,0,0,36,no_offer,1,24.66,1,Fiber Optic,22,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,84.9,0.0,0,1,2455,1,6.789827232812237,8.282978581468026
0363-QJVFX,Male,22,0,0,0,32,Offer C,1,27.69,1,Fiber Optic,73,1,1,0,1,1,1,Month-to-Month,1,Credit Card,108.15,0.0,0,1,2541,1,6.7879351698998285,8.37100605159781
0363-SVHYR,Male,28,1,3,10,71,Offer A,1,10.11,1,DSL,59,1,1,1,1,1,1,Two Year,0,Bank Withdrawal,86.85,0.0,0,0,6452,1,6.5775970668883135,8.851178051365133
0365-BZUWY,Male,58,1,0,2,17,Offer D,1,10.11,1,Fiber Optic,2,0,1,1,0,1,1,Month-to-Month,1,Bank Withdrawal,102.55,0.0,0,0,3803,1,5.152539866934696,7.557666094440061
0365-GXEZS,Male,55,1,0,6,18,Offer D,1,31.79,0,Fiber Optic,19,0,0,1,1,0,1,Month-to-Month,0,Bank Withdrawal,78.2,0.0,0,0,2831,0,6.351269587180622,7.621670307137748
0365-TRTPY,Female,52,0,0,0,37,no_offer,1,11.73,1,Fiber Optic,30,1,1,1,0,0,0,Month-to-Month,0,Bank Withdrawal,91.2,0.0,0,0,5135,0,6.0753690193302,8.247301265061777
0366-NQSHS,Male,42,0,0,0,2,no_offer,1,44.34,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.35,0.0,0,0,5863,0,4.496247778763904,4.912875449645338
0369-ZGOVK,Female,56,1,2,6,28,Offer C,1,12.94,0,Fiber Optic,24,0,0,0,0,0,1,One Year,1,Bank Withdrawal,70.4,0.0,0,0,5195,0,5.895283988634013,7.764516788870341
0373-AIVNJ,Male,34,0,0,0,9,Offer E,0,0.0,0,Cable,19,1,1,1,0,0,1,One Year,0,Credit Card,39.55,0.0,0,0,3755,0,0.0,5.924255797414532
0374-AACSZ,Female,63,0,0,0,1,Offer E,1,38.33,0,DSL,24,1,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,50.15,0.0,50,0,4421,0,3.671987586443718,4.937921221807451
0374-FIUCA,Male,59,1,0,1,65,no_offer,1,23.46,0,no_internet,0,0,0,0,0,0,0,Two Year,1,Credit Card,20.4,0.0,0,0,5368,0,7.33033967889769,7.9862839008661695
0374-IOEGQ,Female,62,0,0,0,3,no_offer,1,15.59,0,Cable,27,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,44.6,0.0,0,0,3122,0,3.8663978274018707,5.138559328162834
0375-HVGXO,Female,31,0,0,0,1,Offer E,0,0.0,0,DSL,8,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,34.7,0.0,0,1,4476,0,0.0,3.5751506887855933
0376-OIWME,Male,24,1,0,3,36,Offer C,1,41.33,0,Fiber Optic,41,1,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,93.6,16.56,0,0,2701,1,7.305779438435708,8.484333166129112
0376-YMCJC,Male,21,0,0,0,23,no_offer,1,38.69,1,Cable,69,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,90.6,4.73,0,1,4359,0,6.792198513346625,7.947798747890605
0377-JBKKT,Male,21,1,3,9,22,Offer D,1,42.58,0,DSL,82,1,1,0,1,0,1,Month-to-Month,1,Credit Card,57.95,0.0,0,0,5036,0,6.843494052728119,7.700548679667129
0378-CJKPV,Female,56,1,0,1,72,no_offer,1,4.56,1,Fiber Optic,18,1,1,1,1,1,1,Two Year,0,Credit Card,112.1,18.88,0,0,4272,1,5.797029922430225,9.02116216196972
0378-NHQXU,Female,31,1,0,7,17,no_offer,1,17.91,1,Fiber Optic,9,0,0,1,0,1,1,Month-to-Month,0,Bank Withdrawal,88.25,0.0,0,1,4041,0,5.721851574117079,7.476540329025273
0378-TOVMS,Female,20,0,0,0,3,no_offer,1,10.6,0,Fiber Optic,73,0,0,0,1,0,1,Month-to-Month,0,Bank Withdrawal,85.8,0.0,0,1,5641,1,3.4904285153900982,5.720311776607412
0378-XSZPU,Male,31,1,0,1,58,Offer B,1,17.22,0,Cable,21,1,1,1,0,0,1,One Year,0,Credit Card,60.3,0.0,0,1,4026,0,6.9075152501775285,8.425858299673722
0379-DJQHR,Male,60,1,0,1,67,no_offer,1,45.25,0,DSL,18,1,1,1,0,1,1,Two Year,0,Credit Card,81.35,0.0,0,0,4219,1,8.017225077651029,9.039712180523239
0380-NEAVX,Male,72,0,0,0,34,no_offer,1,35.0,0,Fiber Optic,12,0,1,1,0,1,1,One Year,1,Bank Withdrawal,99.85,0.0,0,0,5626,0,7.0825485693553,8.419392913890324
0380-ZCSBI,Male,56,0,0,0,10,no_offer,1,4.42,0,no_internet,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.0,0.0,0,0,2411,0,3.8110970868381857,5.496758305221874
0383-CLDDA,Female,42,0,0,0,69,Offer A,1,18.47,1,DSL,28,1,0,1,1,1,1,Two Year,1,Credit Card,85.35,0.0,0,0,6499,1,7.151038655636836,8.878055555859527
0384-LPITE,Male,38,0,0,0,40,no_offer,0,0.0,0,Cable,19,1,1,1,0,1,1,One Year,0,Credit Card,62.05,0.0,0,0,2290,1,0.0,7.829053452666831
0384-RVBPI,Male,64,0,0,0,20,Offer D,1,12.6,0,DSL,29,1,0,1,0,0,1,Month-to-Month,0,Credit Card,64.4,0.0,0,0,2120,1,5.53338948872752,7.409499794011935
0386-CWRGM,Female,61,1,1,9,46,no_offer,1,47.5,0,no_internet,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.4,0.0,0,0,2320,0,7.689828668736484,8.05637920773636
